41,단양왕족발,충청북도 단양군 단양읍 도전리 615 시장상가1동 107호,043-422-2500,"안녕하십니까!!! 충청북도 단양군에 위치한 단양왕족발입니다.보다 편안한 분위기에서 좋은 사람들과 즐거운 만남을 계획하고 계신다구요? 고소하고 담백한 맛을 즐길 수 있는 단양왕족발을 찾으시면 만족하실 겁니다. 매일매일 직송되는 신선한 재료만을 사용하여 요리하는데 그 비결이 있으며, 더불어 넉넉한 인심과 친절한 서비스가 더한 양념으로 제공된답니다. 그 맛이 일품으로 이 맛 때문에 오시는 단골손님들도 많으십니다. 좋은 사람들과 어울려 맛있고 넉넉한 식사모임을 계획해 보신다면 단양왕족발을 찾아주세요. 최고의 음식으로 여러분을 모시겠습니다.감사합니다.",http://cityfood.co.kr/file2/h_0084/41685/,족발,13:00~22:00,OFF,ON,,,"36.982882, 128.369893",한식,0
42,까망부뚜막,충청북도 제천시 강제동 867,043-642-8264,안녕하세요. 충청북도 제천시에 위치한 까망부뚜막입니다.음식이 보약이다라는 음식 이념을 추구하는 까망부뚜막은 고객님의 소중한 가정과 건강을 먼저 생각합니다.항상 초심을 잃지 않고 신선하고 깨끗한 재료를 사용할 것을 고객 여러분께 약속 드립니다.저희 까망부뚜막을 찾아 주시는 모든 고객분들께 정성을 다하겠습니다.늘 아껴주시고 성원하여 주셔서 감사합니다.,http://cityfood.co.kr/file2/h_0089/44323/,삼겹살  묵사발,11:30~22:00,OFF,OFF,,,"37.1164320,128.2180470",한식,0
43,비룡각,충청북도 진천군 진천읍 읍내리 632,043-533-4234,"안녕하세요. 충청북도 진천군에 위치한 비룡각입니다.저희 비룡각은 재료선별 하나에도 정성을 들여 음식을 만들고, 깔끔하고 세련된 실내와 안락한 분위기를 만끽할 수 있어 더욱 특별합니다.저희 비룡각을 찾아주시는 손님들을 위해 항상 최선을 다해 친절하게 모실것을 약속드립니다.감사합니다.",http://cityfood.co.kr/h.php?id=26486,짬뽕  육개장,11:00~21:00,OFF,OFF,,,"36.860300, 127.440958",중식,0
44,금다래,충청북도 청원군 옥산면 가락리 739-6,043-260-3982,안녕하세요 저희 금다래는 충청북도 청원군에 위치하고 있습니다.최고가 되기 위해서 항상 최선을 다하며 찾아주시는 고객님들을 밝은 미소 맞이하여 친절함으로 더가까이 다가가고 있습니다. 저렴한가격/ 편안한 분위기/ 금다래만의 깊고 풍부한 맛! 품위 있는 만남 오셔서 직접 느껴보시기 바랍니다. 감사합니다.,http://cityfood.co.kr/h.php?id=24378,백반 갈치조림 동태탕,09:00~21:00,OFF,OFF,,,"36.664324, 127.378307",한식,0
45,금용,충청북도 청주시 상당구 내덕1동 642-23,043-257-0765,"안녕하십니까. 충청북도 청주시에 위치한 저희 금용을 방문해 주신 여러분께 감사드립니다. 저희 금용은 찾아주시는 고객분들께 저희 금용만의 맛을 전해드리고자 노력하고 있습니다. 음식의 맛은 무엇보다도 식재료의 품질과 음식조리에 있을 것입니다. 저희 금용은 늘 엄선된 식재료만을 사용하여 고객 여러분께 믿고 신뢰할 수 있는 음식이 될 수 있도록 하고 있으며,어머니의 손맛과도 같은 정갈한 음식조리로써 고객 여러분께 행복의 맛을 전해드리려 하고 있습니다. 타 매장과는 다른 저렴한 음식 값으로 부담없이 저희 매장에 오실 수 있도록 배려하고 있습니다. 오시는 고객 여러분께 보답하고자 항상 최선을 다하는 서비스를 제공하겠습니다. 맛의 진미를 저희 금용에서 느껴보세요.",http://cityfood.co.kr/h.php?id=25689,짬뽕 양장피,11:00~20:30,OFF,OFF,,,"36.657225, 127.483990",중식,0
46,88조개찜,충청북도 충주시 금릉동 58-18,043-851-2293,반갑습니다. 88조개찜 홈페이지에 방문해 주신 고객 여러분께 진심으로 감사드립니다.충청북도 충주시에 위치한 저희 88조개찜은 삶의 질을 향상시키며 먹거리 문화를 한단계 업그레이드 시키는데 노력하겠습니다.자연이 주는 순수함 그리고 편안함을 그대로 여러분께 행복한 맛의 이야기를 만들어가겠습니다. 고객 여러분께 친절한 미소를 잃지 않는 저희 88조개찜이 될 것을 약속드립니다.고객님 가정의 평화와 사랑이 넘치길 기원하겠습니다. 감사합니다.,http://cityfood.co.kr/h.php?id=34955,해물찜  해물탕,12:00~23:00,OFF,ON,,,"36.991866, 127.928619",일식,0
47,연길풍무양꼬치,충청북도 증평군 증평읍 대동리 12-5,043-836-0912,안녕하십니까! 충청북도 증평군에 위치해 있는 연길풍무양꼬치입니다. 소중한 분들과의 만남을 저희 연길풍무양꼬치에서 함께 하신다면 친절한 서비스와 저렴한 가격으로 맛있는 요리를 맛 보실수 있고 최고의 만찬을 즐기실 수 있는 곳입니다. 아늑한 실내 분위기와 품격 높은 서비스로 고객 여러분의 품위를 향상시켜 드리는 저희 연길풍무양꼬치에서 편안하고 아름다운 소중한 추억을 만드세요. 최상의 서비스와 최고의 만족으로 보답하겠습니다. 감사합니다.,http://cityfood.co.kr/h.php?id=26355,양갈비  양꼬치,0:00~12:00,OFF,OFF,,,"36.783324, 127.583646",중식,0
48,조동식당,충청북도 영동군 용화면 조동리 523-1,043-745-1196,반갑습니다. 조동식당 홈페이지에 방문해 주신 고객 여러분께 진심으로 감사드립니다.충청북도 영동군에 위치한 저희 조동식당은 삶의 질을 향상시키며 먹거리 문화를 한단계 업그레이드 시키는데 노력하겠습니다.자연이 주는 순수함 그리고 편안함을 그대로 여러분께 행복한 맛의 이야기를 만들어가겠습니다. 고객 여러분께 친절한 미소를 잃지 않는 저희 조동식당이 될 것을 약속드립니다.고객님 가정의 평화와 사랑이 넘치길 기원하겠습니다. 감사합니다.,http://cityfood.co.kr/file2/h_0084/41514/,닭도리탕  백숙,06:30~23:00,OFF,ON,,,"36.048029, 127.814791",한식,0
49,담아루,충청북도 음성군 금왕읍 무극리 60-6,043-882-4428,"안녕하십니까? 충청북도 음성군에 위치한 담아루입니다. 저희 담아루는 서비스와 손맛이 살아있는, 한번쯤은 가보고 싶은 식당입니다. 한번 방문하신 고객들께선 반드시 또 한번은 찾아주십니다.오시는 고객 여러분께 보답하고자 늘 최선을 다하는 서비스를 제공하고 있으며, 맛의 진수를 저희 담아루에서 느끼실 수 있도록 항상 노력하고 있습니다. 찾아주시는 고객 분들 건강하시고 모든 일에 행운이 함께 하시길 기원합니다. 감사합니다",http://cityfood.co.kr/h.php?id=33441,짬뽕  사천짜장,10:30~21:30,OFF,OFF,,,"36.992294, 127.594492",중식,0
50,석정,충청북도 보은군 속리산면 사내리 275-1번지,043-543-3686,"안녕하세요. 충청북도 보은군에 위치한 석정입니다. 저희 석정은 재료선별 하나에도 정성을 들여 음식을 만들고, 깔끔하고 세련된 실내와 안락한 분위기를 만끽할 수 있어 더욱 특별합니다. 저희 석정을 찾아주시는 손님들을 위해 항상 최선을 다해 친절하게 모실것을 약속드립니다. 감사합니다.",,능이전골  정식,08:00~22:00,OFF,OFF,,,"36.531754, 127.823356",한식,0
51,다다카페,인천광역시 계양구 임학동 5-1,032-555-3553,"안녕하세요. 인천광역시 계양구에 위치한 다다카페입니다.""음식이 보약이다""라는 음식 이념을 추구하는 다다카페는 고객님의 소중한 가정과 건강을 먼저 생각합니다.항상 초심을 잃지 않고 신선하고 깨끗한 재료를 사용할 것을 고객 여러분께 약속 드립니다.저희 다다카페를 찾아 주시는 모든 고객분들께 정성을 다하겠습니다.늘 아껴주시고 성원하여 주셔서 감사합니다.",http://cityfood.co.kr/h.php?id=30491,바베큐폭립  까르보나라,10:00~24:00,OFF,ON,,,"37.547121, 126.737514",양식,0
52,강화도풍천장어,인천광역시 강화군 선원면 신정리 318-6,032-932-9233,"안녕하십니까!!! 인천광역시 강화군에 위치한 강화도풍천장어입니다.보다 편안한 분위기에서 좋은 사람들과 즐거운 만남을 계획하고 계신다구요?고소하고 담백한 맛을 즐길 수 있는 강화도풍천장어를 찾으시면 만족하실 겁니다.매일매일 직송되는 신선한 재료만을 사용하여 요리하는데 그 비결이 있으며,더불어 넉넉한 인심과 친절한 서비스가 더한 양념으로 제공된답니다.그 맛이 일품으로 이 맛 때문에 오시는 단골손님들도 많으십니다.좋은 사람들과 어울려 맛있고 넉넉한 식사모임을 계획해 보신다면 강화도풍천장어를 찾아주세요.최고의 음식으로 여러분을 모시겠습니다.감사합니다.",http://cityfood.co.kr/h.php?id=29928,장어죽  장어탕,10:00~22:00,OFF,OFF,,,"37.723340, 126.512091",일식,0
53,가고파라은행골,인천광역시 남구 용현1.4동 1-112 ,032-865-2737,"안녕하세요. 인천광역시 남구에 위치한 가고파라은행골입니다.""음식이 보약이다""라는 음식 이념을 추구하는 가고파라은행골은 고객님의 소중한 가정과 건강을 먼저 생각합니다.항상 초심을 잃지 않고 신선하고 깨끗한 재료를 사용할 것을 고객 여러분께 약속 드립니다.저희 가고파라은행골을 찾아 주시는 모든 고객분들께 정성을 다하겠습니다.늘 아껴주시고 성원하여 주셔서 감사합니다.",http://cityfood.co.kr/h.php?id=31117,삼계탕  백숙,10:00~22:00,OFF,OFF,,,"37.457463, 126.663516",한식,0
54,1st도마,인천광역시 남동구 간석동 276-6,032-217-1129,"안녕하세요. 인천광역시 남동구에 위치한 1st도마입니다.""음식이 보약이다""라는 음식 이념을 추구하는 1st도마는 고객님의 소중한 가정과 건강을 먼저 생각합니다.항상 초심을 잃지 않고 신선하고 깨끗한 재료를 사용할 것을 고객 여러분께 약속 드립니다.저희 1st도마를 찾아 주시는 모든 고객분들께 정성을 다하겠습니다.늘 아껴주시고 성원하여 주셔서 감사합니다.",http://cityfood.co.kr/h.php?id=30934,꽃창  갈매기살 갈비꽃살,11:30~18:30,OFF,OFF,,,"37.464965, 126.707755",육류,0
55,다우촌,인천광역시 남동구 구월3동 1372-17,032-423-0330,안녕하세요 저희 다우촌은 인천광역시 남동구에 위치하고 있습니다.최고가 되기 위해서 항상 최선을 다하며 찾아주시는 고객님들을 밝은 미소 맞이하여 친절함으로 더가까이 다가가고 있습니다.저렴한가격/ 편안한 분위기/ 다우촌만의 깊고 풍부한 맛! 품위 있는 만남 오셔서 직접 느껴보시기 바랍니다.감사합니다.,http://cityfood.co.kr/file2/h_0086/42997/,갈비살  왕갈비  김치찌개,11:00~23:00,OFF,OFF,,,"37.445628, 126.698638",육류,0
56,mr참치왕,인천광역시 부평구 십정동 419-12,032-422-1288,"안녕하세요. ""Mr참치왕""입니다.저희 ""Mr참치왕""은 음식을 맛깔스럽게 요리해 푸짐한 양과 고급스러운 맛으로 고객님의 미각을 만족시켜 드립니다.정직한 식재료와 바른 조리법으로 맛을 살리려 노력합니다.항상 신선하고 연구 개발된 식단으로 여러분을 찾아 뵙겠습니다.언제나 내 가족이 먹는다는 생각으로 정직하고 깨끗하게 정성을 다하는 저희 업소를 찾아주십시오.Mr참치왕의 자부심을 걸고 최고의 만족을 드릴 수 있도록 노력하겠습니다.감사합니다.",http://cityfood.co.kr/file2/h_0079/39346/,참치머리  혼마구로,16:00~02:00,OFF,OFF,,,"37.470379, 126.700594",일식,0
57,고니지니,인천광역시 서구 원당동 825-5번지 엘지프라자 102호,032-565-7786,"안녕하세요 저희 고니지니는 인천 서구에 위치하고 있습니다.남녀노소, 나이불문 누구나 만족할 수 있는 입안에서 살살 녹는 맛을 일품으로 자랑하는 저희 고니지니는 찾아오시는 모든 고객분들 에게 항상 최고의 서비스와 최상의 맛을 선사해 드립니다.깔끔하고 신선한 느낌의 저희 매장은 손님들께서 깨끗하고 편안한 식사를 하실 수 있도록 최대한의 노력을 기울이고 있으며,모든 종업원들의 친절서비스는 찾아오시는 모든 분들께 다시 방문하고 싶은 편안함을 선사해 드립니다.저희 고니지니는 어디에서도 맛보실 수 없는 최고의 맛과 더불어 신선한 재료와 정갈한 맛으로 찾아주시는 모든 분들께 인정받고 있습니다.꼭 찾아오셔서 저희 고니지니만의 맛을 만나보시기 바랍니다. 감사합니다.",http://cityfood.co.kr/h.php?id=23573,떡볶이 순대  오뎅,11:30~24:00,OFF,OFF,,,"37.594566, 126.696816",분식,0
58,고로몽,인천광역시 연수구 동춘동 925 한양1차상가 120호,032-812-9595,안녕하십니까! 인천광역시 연수구에 위치해 있는 고로몽입니다.소중한 분들과의 만남을 저희 고로몽에서 함께 하신다면 친절한 서비스와 저렴한 가격으로 맛있는 요리를 맛 보실수 있고 최고의 만찬을 즐기실 수 있는 곳입니다.아늑한 실내 분위기와 품격 높은 서비스로 고객 여러분의 품위를 향상시켜 드리는 저희 고로몽에서 편안하고 아름다운 소중한 추억을 만드세요.최상의 서비스와 최고의 만족으로 보답하겠습니다. 감사합니다.,http://cityfood.co.kr/h.php?id=33420,고로케  회오리감자,11:00~,OFF,OFF,,,"37.408011, 126.680739",분식,0
59,담소정,인천광역시 중구 운서동 2796-6,032-746-3392,"안녕하세요. 담소정입니다.저희 담소정은 음식을 맛깔스럽게 요리해 푸짐한 양과 고급스러운 맛으로 고객님의 미각을 만족시켜 드립니다.정직한 식재료와 바른 조리법, 신선하고 연구 개발된 식단으로 여러분을 찾아 뵙겠습니다.언제나 내 가족이 먹는다는 생각으로 정직하고 깨끗하게 정성을 다하는 저희 업소를 찾아주십시오.담소정의 자부심을 걸고 최고의 만족을 드릴 수 있도록 노력하겠습니다. 감사합니다.",http://cityfood.co.kr/h.php?id=28592,등심  토시살 인생맛집,12:00~22:00,OFF,OFF,,,"37.493685, 126.489472",육류,0
60,명가푸드,인천광역구 중구 덕교동 132-2,032-746-7222,"안녕하세요. 인천광역시 중구에 위치한 명가푸드입니다.""음식이 보약이다""라는 음식 이념을 추구하는 명가푸드는 고객님의 소중한 가정과 건강을 먼저 생각합니다.항상 초심을 잃지 않고 신선하고 깨끗한 재료를 사용할 것을 고객 여러분께 약속 드립니다.저희 명가푸드를 찾아 주시는 모든 고객분들께 정성을 다하겠습니다.늘 아껴주시고 성원하여 주셔서 감사합니다.",http://cityfood.co.kr/file2/h_0084/41711/,한식뷔페  부대찌개,05:00~21:00,OFF,OFF,,,"37.426965, 126.420927",한식,0
61,키무카츠,세종특별자치시 가람동 406,044-867-2527,"안녕하세요. 세종특별자치시 가람동에 위치한 키무카츠입니다.저희 키무카츠는 재료선별 하나에도 정성을 들여 음식을 만들고,깔끔하고 세련된 실내와 안락한 분위기를 만끽할 수 있어 더욱 특별합니다.저희 키무카츠를 찾아주시는 손님들을 위해 항상 최선을 다해 친절하게 모실것을 약속드립니다.감사합니다.",http://cityfood.co.kr/file2/h_0086/42685/,계란가츠동  카레가츠동,10:00~21:00,OFF,OFF,,,"36.471045, 127.251198",일식,0
62,신세종식당,세종특별자치시 한솔동 168-37 산마을아파트 201동상가 126호,044-866-0082,"안녕하십니까. 세종시 한솔동에 위치한 저희 신세종식당을 방문해 주신 여러분께 감사드립니다.저희 신세종식당은 찾아주시는 고객분들께 저희 신세종식당만의 맛을 전해드리고자 노력하고 있습니다.음식의 맛은 무엇보다도 식재료의 품질과 음식조리에 있을 것입니다.저희 신세종식당은 늘 엄선된 식재료만을 사용하여 고객 여러분께 믿고 신뢰할 수 있는 음식이 될 수 있도록 하고 있으며,어머니의 손맛과도 같은 정갈한 음식조리로써 고객 여러분께 행복의 맛을 전해드리려 하고 있습니다.타 매장과는 다른 저렴한 음식 값으로 부담없이 저희 매장에 오실 수 있도록 배려하고 있습니다.오시는 고객 여러분께 보답하고자 항상 최선을 다하는 서비스를 제공하겠습니다.맛의 진미를 저희 신세종식당에서 느껴보세요.고객 여러분께 친절한 미소를 잃지않는 신세종식당이 될 것을 약속드립니다. 감사합니다.",http://cityfood.co.kr/h.php?id=27173,통삼겹묵은지  감자조립,05:30~22:00,OFF,OFF,,,"36.4817764,127.2600644",한식,0
63,차이향,세종특별자치시 나성동 474 세종퍼스트타워 203호,044-864-8838,"안녕하세요. 세종특별자치시 나성동에 위치하고 있는 차이향입니다.저희 차이향은 찾아주시는 고객 여러분의 사랑에 힘입어 항상 최고가 되기 위해 열과 성을 다하고 행복과 기쁨을 함께 드리려고 노력하는 곳!고객을 생각하는 마음과 가족 같은 마음으로 정성껏 준비하고 친절로서 맞이하고 있습니다.깨끗한 실내 공간과 아늑하고 편리한 시설로 오시는 분의 편안한 안식처가 되겠습니다.최상급의 재료만을 엄선하고, 부담 없는 가격으로 만날 수 있는 곳, 정성스런 마음으로 고객의 만족을 높여 드리며, 항상 친절한 미소와 최상의 서비스로 여러분을 모시겠습니다.",http://cityfood.co.kr/h.php?id=34770,자연송이덮밥  탕수육,09:00~21:00,OFF,ON,,,"36.4836135,127.2594709",중식,0
64,미소마루,세종특별자치시 어진동 3-156 세종마치 403호,044-866-3231,안녕하세요 저희 미소마루는 세종특별자치시 어진동에 위치하고 있습니다.최고가 되기 위해서 항상 최선을 다하며 찾아주시는 고객님들을 밝은 미소 맞이하여 친절함으로 더가까이 다가가고 있습니다.저렴한가격/ 편안한 분위기/ 미소마루만의 깊고 풍부한 맛! 품위 있는 만남 오셔서 직접 느껴보시기 바랍니다. 감사합니다.,http://cityfood.co.kr/h.php?id=31825,아구찜  해물찜,11:00~22:00,OFF,ON,,,"36.5040826,127.2715705",한식,0
65,순희네매운등갈비찜,세종특별자치시 종촌동 97-4,044-863-5343,안녕하세요.세종시 종촌동에 위치한 순희네매운등갈비찜입니다.저희업소는 냉동수입육이아닌 순수국내산 100%냉장(fresh)고기만을 사용합니다.또한 최고의 재료를 엄선해 매일직접 고기를삶고 20여가지의 천연재료를 숙성시켜 양념맛을 더해 맛있게매운 등갈비찜의맛을 느낄수있습니다.한잔의 술과 맛의깊이가있는 순희네등갈비찜으로 놀러오세요!,http://cityfood.co.kr/file2/h_0077/38377/,등갈비찜 치즈볶음밥,11:30~23:30,OFF,OFF,,,"36.5025944,127.2500337",육류,0
66,돈수라,세종특별자치시 고운동 산 239,044-862-3235,"안녕하세요. 세종특별자치시 고운동에 위치한 돈수라입니다.저희 돈수라는 재료선별 하나에도 정성을 들여 음식을 만들고, 깔끔하고 세련된 실내와 안락한 분위기를 만끽할 수 있어 더욱 특별합니다.저희 돈수라를 찾아주시는 손님들을 위해 항상 최선을 다해 친절하게 모실것을 약속드립니다.감사합니다.",http://cityfood.co.kr/h.php?id=34597,순대국  갈비탕,06:00~22:00,OFF,OFF,,,"36.5016334,127.2353548",한식,0
67,바푸리,세종특별자치시 아름동 89 해피라움 1동 109호,044-865-9888,안녕하세요 저희 바푸리는 세종특별자치시 아름동에 위치하고 있습니다.최고가 되기 위해서 항상 최선을 다하며 찾아주시는 고객님들을 밝은 미소 맞이하여 친절함으로 더가까이 다가가고 있습니다.저렴한가격/ 편안한 분위기/ 바푸리만의 깊고 풍부한 맛! 품위 있는 만남 오셔서 직접 느껴보시기 바랍니다. 감사합니다.,http://cityfood.co.kr/h.php?id=32914,바푸리김밥  숯불김밥,09:00~21:00,OFF,OFF,,,"36.5119531,127.2486232",분식,0
68,chai미엔,세종특별자치시 도담동 246-7 205호,044-867-5782,"안녕하세요 저희 chai미엔은 세종특별자치시 도담동에 위치하고 있습니다.남녀노소, 나이불문 누구나 만족할 수 있는 입안에서 살살 녹는 맛을 일품으로 자랑하는 저희 chai미엔은 찾아오시는 모든 고객분들 에게 항상 최고의 서비스와 최상의 맛을 선사해 드립니다.깔끔하고 신선한 느낌의 저희 매장은 손님들께서 깨끗하고 편안한 식사를 하실 수 있도록 최대한의 노력을 기울이고 있으며, 모든 종업원들의 친절서비스는 찾아오시는 모든 분들께 다시 방문하고 싶은 편안함을 선사해 드립니다.저희 chai미엔은 어디에서도 맛보실 수 없는 최고의 맛과 더불어 신선한 재료와 정갈한 맛으로 찾아주시는 모든 분들께 인정받고 있습니다.꼭 찾아오셔서 저희 chai미엔만의 맛을 만나보시기 바랍니다.감사합니다.",http://cityfood.co.kr/file2/h_0083/41044/,코코넛크림새우  양장피,11:30~22:00,OFF,OFF,,,"36.5141251,127.257924",중식,0
69,류창희국수앤국밥,세종특별자치시 조치원읍 교리 24-1번지 메가박스 1층,044-868-9489,"안녕하세요. ""류창희국수앤국밥""입니다.저희 ""류창희국수앤국밥""은 음식을 맛깔스럽게 요리해 푸짐한 양과 고급스러운 맛으로 고객님의 미각을 만족시켜 드립니다.정직한 식재료와 바른 조리법으로 맛을 살리려 노력합니다. 항상 신선하고 연구 개발된 식단으로 여러분을 찾아 뵙겠습니다.언제나 내 가족이 먹는다는 생각으로 정직하고 깨끗하게 정성을 다하는 저희 업소를 찾아주십시오.류창희국수앤국밥의 자부심을 걸고 최고의 만족을 드릴 수 있도록 노력하겠습니다. 감사합니다.",http://cityfood.co.kr/h.php?id=23062,감자만두  수제햄버그,10:00~21:30,OFF,OFF,,,"36.6028439,127.2981577",한식,0
70,엄마손밥상,세종특별자치시 부강면 부강리 434-11,070-8888-4403,"안녕하십니까. 세종특별자치시 부강면에 위치한 저희 엄마손밥상을 방문해 주신 여러분께 감사드립니다.저희 엄마손밥상은 찾아주시는 고객분들께 저희 엄마손밥상만의 맛을 전해드리고자 노력하고 있습니다.음식의 맛은 무엇보다도 식재료의 품질과 음식조리에 있을 것입니다.저희 엄마손밥상은 늘 엄선된 식재료만을 사용하여 고객 여러분께 믿고 신뢰할 수 있는 음식이 될 수 있도록 하고 있으며,어머니의 손맛과도 같은 정갈한 음식조리로써 고객 여러분께 행복의 맛을 전해드리려 하고 있습니다.타 매장과는 다른 저렴한 음식 값으로 부담없이 저희 매장에 오실 수 있도록 배려하고 있습니다.오시는 고객 여러분께 보답하고자 항상 최선을 다하는 서비스를 제공하겠습니다.맛의 진미를 저희 엄마손밥상에서 느껴보세요.고객 여러분께 친절한 미소를 잃지않는 엄마손밥상이 될 것을 약속드립니다. 감사합니다.",http://cityfood.co.kr/h.php?id=31864,청국장  된장찌개,06:00~21:00,OFF,OFF,,,"36.5279832,127.3677583",한식,0
71,JC타르트,대구광역시 달서구 월성동 1310-9,053-639-9222,"반갑습니다. JC타르트는 대구시 달서구에 위치한 수제 타르트 전문업체입니다. JC타르트에서는 소스부터 시럽, 반북까지 모두 직접 만들어 몸에 좋고 맛도 좋은 타르트가 가득합니다. 제철에 나는 과일 위주로 타르트를 만들기 떄문에 더욱 달콤하고 싱싱합니다.언제나 맛있고 건강한 타르트를 만들어 선보이는 JC타르트가 되겠습니다. 감사합니다.",http://cityfood.co.kr/file2/h_0081/40248/,케익  쿠키  타르트,11:00~21:00,OFF,ON,,,"35.819061, 128.527799",디저트,0
72,꿉s,대구광역시 수성구 만촌동 849-13,053-754-8982,반갑습니다. 꿉s 홈페이지에 방문해 주신 고객 여러분께 진심으로 감사드립니다.대구광역시 수성구에 위치한 저희 꿉s은 삶의 질을 향상시키며 먹거리 문화를 한단계 업그레이드 시키는데 노력하겠습니다.자연이 주는 순수함 그리고 편안함을 그대로 여러분께 행복한 맛의 이야기를 만들어가겠습니다.고객 여러분께 친절한 미소를 잃지 않는 저희 꿉s이 될 것을 약속드립니다.고객님 가정의 평화와 사랑이 넘치길 기원하겠습니다. 감사합니다.,http://cityfood.co.kr/h.php?id=31919,막창  삼겹살  목살,17:00~01:00,OFF,OFF,,,"35.856916, 128.648517",육류,0
73,거북이생고기,대구광역시 남구 이천동 557-15,053-472-5600,"안녕하십니까!!! 대구 남구에 위치한 거북이생고기입니다. 보다 편안한 분위기에서 좋은 사람들과 즐거운 만남을 계획하고 계신다구요? 고소하고 담백한 맛을 즐길 수 있는 거북이생고기를 찾으시면 만족하실 겁니다. 매일매일 직송되는 신선한 재료만을 사용하여 요리하는데 그 비결이 있으며, 더불어 넉넉한 인심과 친절한 서비스가 더한 양념으로 제공된답니다. 그 맛이 일품으로 이 맛 때문에 오시는 단골손님들도 많으십니다. 좋은 사람들과 어울려 맛있고 넉넉한 식사모임을 계획해 보신다면 거북이생고기를 찾아주세요. 최고의 음식으로 여러분을 모시겠습니다. 감사합니다.",http://cityfood.co.kr/h.php?id=26379,생고기  육회,16:00~22:00,OFF,OFF,,,"35.848068, 128.604187",육류,0
74,공화루,대구광역시 달서구 송현동 139-19,053-625-9715,"안녕하십니까. 대구광역시 달서구에 위치한 저희 공화루를 방문해 주신 여러분께 감사드립니다. 저희 공화루는 찾아주시는 고객분들께 저희 공화루만의 맛을 전해드리고자 노력하고 있습니다. 식의 맛은 무엇보다도 식재료의 품질과 음식조리에 있을 것입니다. 저희 공화루는 늘 엄선된 식재료만을 사용하여 고객 여러분께 믿고 신뢰할 수 있는 음식이 될 수 있도록 하고 있으며,어머니의 손맛과도 같은 정갈한 음식조리로써 고객 여러분께 행복의 맛을 전해드리려 하고 있습니다. 타 매장과는 다른 저렴한 음식 값으로 부담없이 저희 매장에 오실 수 있도록 배려하고 있습니다. 오시는 고객 여러분께 보답하고자 항상 최선을 다하는 서비스를 제공하겠습니다. 맛의 진미를 저희 공화루에서 느껴보세요.고객 여러분께 친절한 미소를 잃지않는 공화루가 될 것을 약속드립니다. 감사합니다. ",http://cityfood.co.kr/h.php?id=28634,해물짬뽕  탕수육,09:00~21:00,OFF,OFF,,,"35.833925, 128.554021",중식,0
75,DooDoo두두,대구광역시 북구 동천동 899-1 메트로M 2층 202호,053-326-0600,안녕하세요 저희 DooDoo두두는 대구광역시 북구에 위치하고 있습니다.최고가 되기 위해서 항상 최선을 다하며 찾아주시는 고객님들을 밝은 미소 맞이하여 친절함으로 더가까이 다가가고 있습니다.저렴한가격/ 편안한 분위기/ DooDoo두두만의 깊고 풍부한 맛! 품위 있는 만남 오셔서 직접 느껴보시기 바랍니다.감사합니다.,http://cityfood.co.kr/file2/h_0089/44293/,퐁듀  윙봉  생과일화채,18:00~03:00,ON,OFF,,,"35.943649, 128.561209",양식,0
76,담미,부산광역시 금정구 장전동 424-32,051-582-5155,"안녕하세요. 부산광역시 금정구에 위치한 담미입니다.""음식이 보약이다""라는 음식 이념을 추구하는 담미는 고객님의 소중한 가정과 건강을 먼저 생각합니다.항상 초심을 잃지 않고 신선하고 깨끗한 재료를 사용할 것을 고객 여러분께 약속 드립니다.저희 담미를 찾아 주시는 모든 고객분들께 정성을 다하겠습니다.늘 아껴주시고 성원하여 주셔서 감사합니다.",http://cityfood.co.kr/file2/h_0089/44356/,새우쇼마이  만두,10:00~22:00,OFF,ON,,,"35.229768, 129.084062",분식,0
77,녹산뽕입칼국수,부산광역시 강서구 화전동 562-1,051-973-2303,안녕하세요 저희 녹산뽕잎칼국수는 부산 강서구에 위치하고 있습니다.최고가 되기 위해서 항상 최선을 다하며 찾아주시는 고객님들을 밝은 미소 맞이하여 친절함으로 더가까이 다가가고 있습니다. 저렴한가격/ 편안한 분위기/ 녹산뽕잎칼국수만의 깊고 풍부한 맛! 품위 있는 만남 오셔서 직접 느껴보시기 바랍니다. 감사합니다.,http://cityfood.co.kr/h.php?id=21651,뽕잎수제비  뽕잎칼국수,09:00~20:00,OFF,OFF,,,"35.110844, 128.879677",한식,0
78,교리김밥,부산광역시 기장군 기장읍 교리 336-2,051-723-3849,"안녕하세요. 부산광역시 기장군에 위치한 교리김밥을 찾아주셔서 감사드립니다.저희 교리김밥은 다양한 메뉴를 제공하는 음식점으로 저희만의 맛을 전해드리고자 노력하고 있습니다.재료선별 하나에도 정성을 들여 늘 엄선된 식재료만을 사용하여 고객 여러분께서 신뢰할 수 있는 음식이 될 수 있도록 하고 있으며, 또한 어머니의 손 맛과도 같은 정갈한 음식 조리로 행복의 맛을 전해드리고 있습니다.또 저렴한 음식값으로 부담 없이 저희 매장에 오실 수 있도록 배려하고 있습니다.최고의 맛으로 최상의 서비스를 드리고자 늘 노력하는 교리김밥이 되겠습니다. 감사합니다.",http://cityfood.co.kr/file2/h_0080/39636/,수제비  콩국수,07:00~22:00,OFF,ON,,,"35.252086, 129.215598",분식,0
